Weapon,Weapon_ID,Skin,Case,Case_ID,Rarity,Min_Wear,Max_Wear,Wear,Wear_ID,StatTrak,Price
CZ75-Auto,0,Victoria,CS:GO Weapon Case 3,0,4,0.0,0.75,FN,0,1,147.62
CZ75-Auto,0,Victoria,CS:GO Weapon Case 3,0,4,0.0,0.75,MW,1,1,71.96
CZ75-Auto,0,Victoria,CS:GO Weapon Case 3,0,4,0.0,0.75,FT,2,1,35.04
CZ75-Auto,0,Victoria,CS:GO Weapon Case 3,0,4,0.0,0.75,WW,3,1,49.15
CZ75-Auto,0,Victoria,CS:GO Weapon Case 3,0,4,0.0,0.75,BS,4,1,29.69
CZ75-Auto,0,Victoria,CS:GO Weapon Case 3,0,4,0.0,0.75,FN,0,0,13.57
CZ75-Auto,0,Victoria,CS:GO Weapon Case 3,0,4,0.0,0.75,MW,1,0,6.57
CZ75-Auto,0,Victoria,CS:GO Weapon Case 3,0,4,0.0,0.75,FT,2,0,5.24
CZ75-Auto,0,Victoria,CS:GO Weapon Case 3,0,4,0.0,0.75,WW,3,0,10.74
CZ75-Auto,0,Victoria,CS:GO Weapon Case 3,0,4,0.0,0.75,BS,4,0,5.95
CZ75-Auto,0,Xiangliu,Spectrum Case,1,3,0.0,0.56,FN,0,1,29.98
CZ75-Auto,0,Xiangliu,Spectrum Case,1,3,0.0,0.56,MW,1,1,26.79
CZ75-Auto,0,Xiangliu,Spectrum Case,1,3,0.0,0.56,FT,2,1,17.1
CZ75-Auto,0,Xiangliu,Spectrum Case,1,3,0.0,0.56,WW,3,1,17.09
CZ75-Auto,0,Xiangliu,Spectrum Case,1,3,0.0,0.56,BS,4,1,17.6
CZ75-Auto,0,Xiangliu,Spectrum Case,1,3,0.0,0.56,FN,0,0,14.27
CZ75-Auto,0,Xiangliu,Spectrum Case,1,3,0.0,0.56,MW,1,0,10.14
CZ75-Auto,0,Xiangliu,Spectrum Case,1,3,0.0,0.56,FT,2,0,8.32
CZ75-Auto,0,Xiangliu,Spectrum Case,1,3,0.0,0.56,WW,3,0,8.06
CZ75-Auto,0,Xiangliu,Spectrum Case,1,3,0.0,0.56,BS,4,0,7.76
CZ75-Auto,0,Yellow Jacket,Falchion Case,2,3,0.0,1.0,FN,0,1,47.44
CZ75-Auto,0,Yellow Jacket,Falchion Case,2,3,0.0,1.0,MW,1,1,19.56
CZ75-Auto,0,Yellow Jacket,Falchion Case,2,3,0.0,1.0,FT,2,1,9.74
CZ75-Auto,0,Yellow Jacket,Falchion Case,2,3,0.0,1.0,WW,3,1,8.83
CZ75-Auto,0,Yellow Jacket,Falchion Case,2,3,0.0,1.0,BS,4,1,8.14
CZ75-Auto,0,Yellow Jacket,Falchion Case,2,3,0.0,1.0,FN,0,0,14.43
CZ75-Auto,0,Yellow Jacket,Falchion Case,2,3,0.0,1.0,MW,1,0,6.56
CZ75-Auto,0,Yellow Jacket,Falchion Case,2,3,0.0,1.0,FT,2,0,4.37
CZ75-Auto,0,Yellow Jacket,Falchion Case,2,3,0.0,1.0,WW,3,0,4.2
CZ75-Auto,0,Yellow Jacket,Falchion Case,2,3,0.0,1.0,BS,4,0,3.6
CZ75-Auto,0,The Fuschia Is Now,CS:GO Weapon Case 3,3,3,0.0,0.4,FN,0,1,56.93
CZ75-Auto,0,The Fuschia Is Now,CS:GO Weapon Case 3,3,3,0.0,0.4,MW,1,1,30.67
CZ75-Auto,0,The Fuschia Is Now,CS:GO Weapon Case 3,3,3,0.0,0.4,FT,2,1,24.88
CZ75-Auto,0,The Fuschia Is Now,CS:GO Weapon Case 3,3,3,0.0,0.4,WW,3,1,65.51
CZ75-Auto,0,The Fuschia Is Now,CS:GO Weapon Case 3,3,3,0.0,0.4,FN,0,0,64.0
CZ75-Auto,0,The Fuschia Is Now,CS:GO Weapon Case 3,3,3,0.0,0.4,MW,1,0,37.91
CZ75-Auto,0,The Fuschia Is Now,CS:GO Weapon Case 3,3,3,0.0,0.4,FT,2,0,23.05
CZ75-Auto,0,The Fuschia Is Now,CS:GO Weapon Case 3,3,3,0.0,0.4,WW,3,0,56.09
CZ75-Auto,0,Eco,Horizon Case,4,2,0.0,1.0,FN,0,1,8.0
CZ75-Auto,0,Eco,Horizon Case,4,2,0.0,1.0,MW,1,1,3.47
CZ75-Auto,0,Eco,Horizon Case,4,2,0.0,1.0,FT,2,1,1.46
CZ75-Auto,0,Eco,Horizon Case,4,2,0.0,1.0,WW,3,1,1.35
CZ75-Auto,0,Eco,Horizon Case,4,2,0.0,1.0,BS,4,1,1.15
CZ75-Auto,0,Eco,Horizon Case,4,2,0.0,1.0,FN,0,0,3.23
CZ75-Auto,0,Eco,Horizon Case,4,2,0.0,1.0,MW,1,0,1.58
CZ75-Auto,0,Eco,Horizon Case,4,2,0.0,1.0,FT,2,0,0.8
CZ75-Auto,0,Eco,Horizon Case,4,2,0.0,1.0,WW,3,0,0.58
CZ75-Auto,0,Eco,Horizon Case,4,2,0.0,1.0,BS,4,0,0.5
CZ75-Auto,0,Tacticat,Spectrum 2 Case,5,2,0.0,0.7,FN,0,1,4.04
CZ75-Auto,0,Tacticat,Spectrum 2 Case,5,2,0.0,0.7,MW,1,1,1.85
CZ75-Auto,0,Tacticat,Spectrum 2 Case,5,2,0.0,0.7,FT,2,1,0.92
CZ75-Auto,0,Tacticat,Spectrum 2 Case,5,2,0.0,0.7,WW,3,1,0.89
CZ75-Auto,0,Tacticat,Spectrum 2 Case,5,2,0.0,0.7,BS,4,1,0.78
CZ75-Auto,0,Tacticat,Spectrum 2 Case,5,2,0.0,0.7,FN,0,0,1.72
CZ75-Auto,0,Tacticat,Spectrum 2 Case,5,2,0.0,0.7,MW,1,0,0.73
CZ75-Auto,0,Tacticat,Spectrum 2 Case,5,2,0.0,0.7,FT,2,0,0.36
CZ75-Auto,0,Tacticat,Spectrum 2 Case,5,2,0.0,0.7,WW,3,0,0.37
CZ75-Auto,0,Tacticat,Spectrum 2 Case,5,2,0.0,0.7,BS,4,0,0.35
CZ75-Auto,0,Red Astor,Chroma 3 Case,6,2,0.0,1.0,FN,0,1,4.19
CZ75-Auto,0,Red Astor,Chroma 3 Case,6,2,0.0,1.0,MW,1,1,1.76
CZ75-Auto,0,Red Astor,Chroma 3 Case,6,2,0.0,1.0,FT,2,1,0.8
CZ75-Auto,0,Red Astor,Chroma 3 Case,6,2,0.0,1.0,WW,3,1,0.62
CZ75-Auto,0,Red Astor,Chroma 3 Case,6,2,0.0,1.0,BS,4,1,0.6
CZ75-Auto,0,Red Astor,Chroma 3 Case,6,2,0.0,1.0,FN,0,0,1.49
CZ75-Auto,0,Red Astor,Chroma 3 Case,6,2,0.0,1.0,MW,1,0,0.69
CZ75-Auto,0,Red Astor,Chroma 3 Case,6,2,0.0,1.0,FT,2,0,0.34
CZ75-Auto,0,Red Astor,Chroma 3 Case,6,2,0.0,1.0,WW,3,0,0.28
CZ75-Auto,0,Red Astor,Chroma 3 Case,6,2,0.0,1.0,BS,4,0,0.27
CZ75-Auto,0,Pole Position,Chroma 2 Case,7,2,0.0,0.7,FN,0,1,5.72
CZ75-Auto,0,Pole Position,Chroma 2 Case,7,2,0.0,0.7,MW,1,1,1.92
CZ75-Auto,0,Pole Position,Chroma 2 Case,7,2,0.0,0.7,FT,2,1,0.74
CZ75-Auto,0,Pole Position,Chroma 2 Case,7,2,0.0,0.7,WW,3,1,0.84
CZ75-Auto,0,Pole Position,Chroma 2 Case,7,2,0.0,0.7,BS,4,1,0.93
CZ75-Auto,0,Pole Position,Chroma 2 Case,7,2,0.0,0.7,FN,0,0,2.0
CZ75-Auto,0,Pole Position,Chroma 2 Case,7,2,0.0,0.7,MW,1,0,0.77
CZ75-Auto,0,Pole Position,Chroma 2 Case,7,2,0.0,0.7,FT,2,0,0.34
CZ75-Auto,0,Pole Position,Chroma 2 Case,7,2,0.0,0.7,WW,3,0,0.36
CZ75-Auto,0,Pole Position,Chroma 2 Case,7,2,0.0,0.7,BS,4,0,0.29
CZ75-Auto,0,Tigris,Operation Breakout Weapon Case,8,2,0.0,1.0,FN,0,1,5.86
CZ75-Auto,0,Tigris,Operation Breakout Weapon Case,8,2,0.0,1.0,MW,1,1,2.76
CZ75-Auto,0,Tigris,Operation Breakout Weapon Case,8,2,0.0,1.0,FT,2,1,1.93
CZ75-Auto,0,Tigris,Operation Breakout Weapon Case,8,2,0.0,1.0,WW,3,1,1.62
CZ75-Auto,0,Tigris,Operation Breakout Weapon Case,8,2,0.0,1.0,BS,4,1,1.24
CZ75-Auto,0,Tigris,Operation Breakout Weapon Case,8,2,0.0,1.0,FN,0,0,1.96
CZ75-Auto,0,Tigris,Operation Breakout Weapon Case,8,2,0.0,1.0,MW,1,0,0.83
CZ75-Auto,0,Tigris,Operation Breakout Weapon Case,8,2,0.0,1.0,FT,2,0,0.53
CZ75-Auto,0,Tigris,Operation Breakout Weapon Case,8,2,0.0,1.0,WW,3,0,0.46
CZ75-Auto,0,Tigris,Operation Breakout Weapon Case,8,2,0.0,1.0,BS,4,0,0.46
CZ75-Auto,0,Tread Plate,CS:GO Weapon Case 3,9,2,0.0,0.2,FN,0,1,25.32
CZ75-Auto,0,Tread Plate,CS:GO Weapon Case 3,9,2,0.0,0.2,MW,1,1,14.32
CZ75-Auto,0,Tread Plate,CS:GO Weapon Case 3,9,2,0.0,0.2,FT,2,1,13.65
CZ75-Auto,0,Tread Plate,CS:GO Weapon Case 3,9,2,0.0,0.2,FN,0,0,8.0
CZ75-Auto,0,Tread Plate,CS:GO Weapon Case 3,9,2,0.0,0.2,MW,1,0,7.5
CZ75-Auto,0,Tread Plate,CS:GO Weapon Case 3,9,2,0.0,0.2,FT,2,0,7.42
CZ75-Auto,0,Circaetus,Snakebite Case,10,1,0.0,0.9,FN,0,1,1.63
CZ75-Auto,0,Circaetus,Snakebite Case,10,1,0.0,0.9,MW,1,1,0.57
CZ75-Auto,0,Circaetus,Snakebite Case,10,1,0.0,0.9,FT,2,1,0.24
CZ75-Auto,0,Circaetus,Snakebite Case,10,1,0.0,0.9,WW,3,1,0.23
CZ75-Auto,0,Circaetus,Snakebite Case,10,1,0.0,0.9,BS,4,1,0.23
CZ75-Auto,0,Circaetus,Snakebite Case,10,1,0.0,0.9,FN,0,0,0.51
CZ75-Auto,0,Circaetus,Snakebite Case,10,1,0.0,0.9,MW,1,0,0.16
CZ75-Auto,0,Circaetus,Snakebite Case,10,1,0.0,0.9,FT,2,0,0.09
CZ75-Auto,0,Circaetus,Snakebite Case,10,1,0.0,0.9,WW,3,0,0.1
CZ75-Auto,0,Circaetus,Snakebite Case,10,1,0.0,0.9,BS,4,0,0.09
CZ75-Auto,0,Vendetta,Operation Broken Fang Case,11,1,0.0,1.0,FN,0,1,2.87
CZ75-Auto,0,Vendetta,Operation Broken Fang Case,11,1,0.0,1.0,MW,1,1,1.19
CZ75-Auto,0,Vendetta,Operation Broken Fang Case,11,1,0.0,1.0,FT,2,1,0.49
CZ75-Auto,0,Vendetta,Operation Broken Fang Case,11,1,0.0,1.0,WW,3,1,0.38
CZ75-Auto,0,Vendetta,Operation Broken Fang Case,11,1,0.0,1.0,BS,4,1,0.34
CZ75-Auto,0,Vendetta,Operation Broken Fang Case,11,1,0.0,1.0,FN,0,0,1.08
CZ75-Auto,0,Vendetta,Operation Broken Fang Case,11,1,0.0,1.0,MW,1,0,0.57
CZ75-Auto,0,Vendetta,Operation Broken Fang Case,11,1,0.0,1.0,FT,2,0,0.55
CZ75-Auto,0,Vendetta,Operation Broken Fang Case,11,1,0.0,1.0,WW,3,0,0.41
CZ75-Auto,0,Vendetta,Operation Broken Fang Case,11,1,0.0,1.0,BS,4,0,0.42
CZ75-Auto,0,Distressed,Prisma 2 Case,12,1,0.0,1.0,FN,0,1,1.28
CZ75-Auto,0,Distressed,Prisma 2 Case,12,1,0.0,1.0,MW,1,1,0.27
CZ75-Auto,0,Distressed,Prisma 2 Case,12,1,0.0,1.0,FT,2,1,0.12
CZ75-Auto,0,Distressed,Prisma 2 Case,12,1,0.0,1.0,WW,3,1,0.11
CZ75-Auto,0,Distressed,Prisma 2 Case,12,1,0.0,1.0,BS,4,1,0.11
CZ75-Auto,0,Distressed,Prisma 2 Case,12,1,0.0,1.0,FN,0,0,0.25
CZ75-Auto,0,Distressed,Prisma 2 Case,12,1,0.0,1.0,MW,1,0,0.12
CZ75-Auto,0,Distressed,Prisma 2 Case,12,1,0.0,1.0,FT,2,0,0.07
CZ75-Auto,0,Distressed,Prisma 2 Case,12,1,0.0,1.0,WW,3,0,0.07
CZ75-Auto,0,Distressed,Prisma 2 Case,12,1,0.0,1.0,BS,4,0,0.07
CZ75-Auto,0,Polymer,Glove Case,13,1,0.0,0.5,FN,0,1,1.21
CZ75-Auto,0,Polymer,Glove Case,13,1,0.0,0.5,MW,1,1,0.57
CZ75-Auto,0,Polymer,Glove Case,13,1,0.0,0.5,FT,2,1,0.29
CZ75-Auto,0,Polymer,Glove Case,13,1,0.0,0.5,WW,3,1,0.29
CZ75-Auto,0,Polymer,Glove Case,13,1,0.0,0.5,BS,4,1,0.29
CZ75-Auto,0,Polymer,Glove Case,13,1,0.0,0.5,FN,0,0,0.31
CZ75-Auto,0,Polymer,Glove Case,13,1,0.0,0.5,MW,1,0,0.13
CZ75-Auto,0,Polymer,Glove Case,13,1,0.0,0.5,FT,2,0,0.1
CZ75-Auto,0,Polymer,Glove Case,13,1,0.0,0.5,WW,3,0,0.1
CZ75-Auto,0,Polymer,Glove Case,13,1,0.0,0.5,BS,4,0,0.11
CZ75-Auto,0,Imprint,Gamma 2 Case,14,1,0.0,1.0,FN,0,1,2.31
CZ75-Auto,0,Imprint,Gamma 2 Case,14,1,0.0,1.0,MW,1,1,0.29
CZ75-Auto,0,Imprint,Gamma 2 Case,14,1,0.0,1.0,FT,2,1,0.15
CZ75-Auto,0,Imprint,Gamma 2 Case,14,1,0.0,1.0,WW,3,1,0.11
CZ75-Auto,0,Imprint,Gamma 2 Case,14,1,0.0,1.0,BS,4,1,0.12
CZ75-Auto,0,Imprint,Gamma 2 Case,14,1,0.0,1.0,FN,0,0,0.4
CZ75-Auto,0,Imprint,Gamma 2 Case,14,1,0.0,1.0,MW,1,0,0.11
CZ75-Auto,0,Imprint,Gamma 2 Case,14,1,0.0,1.0,FT,2,0,0.1
CZ75-Auto,0,Imprint,Gamma 2 Case,14,1,0.0,1.0,WW,3,0,0.09
CZ75-Auto,0,Imprint,Gamma 2 Case,14,1,0.0,1.0,BS,4,0,0.08
CZ75-Auto,0,Hexane,eSports 2014 Summer Case,15,1,0.0,0.4,FN,0,1,10.94
CZ75-Auto,0,Hexane,eSports 2014 Summer Case,15,1,0.0,0.4,MW,1,1,3.23
CZ75-Auto,0,Hexane,eSports 2014 Summer Case,15,1,0.0,0.4,FT,2,1,1.69
CZ75-Auto,0,Hexane,eSports 2014 Summer Case,15,1,0.0,0.4,WW,3,1,9.28
CZ75-Auto,0,Hexane,eSports 2014 Summer Case,15,1,0.0,0.4,FN,0,0,5.67
CZ75-Auto,0,Hexane,eSports 2014 Summer Case,15,1,0.0,0.4,MW,1,0,2.31
CZ75-Auto,0,Hexane,eSports 2014 Summer Case,15,1,0.0,0.4,FT,2,0,2.2
CZ75-Auto,0,Hexane,eSports 2014 Summer Case,15,1,0.0,0.4,WW,3,0,2.61
CZ75-Auto,0,Twist,Huntsman Weapon Case,16,1,0.0,1.0,FN,0,1,3.46
CZ75-Auto,0,Twist,Huntsman Weapon Case,16,1,0.0,1.0,MW,1,1,2.24
CZ75-Auto,0,Twist,Huntsman Weapon Case,16,1,0.0,1.0,FT,2,1,1.78
CZ75-Auto,0,Twist,Huntsman Weapon Case,16,1,0.0,1.0,WW,3,1,1.54
CZ75-Auto,0,Twist,Huntsman Weapon Case,16,1,0.0,1.0,BS,4,1,1.4
CZ75-Auto,0,Twist,Huntsman Weapon Case,16,1,0.0,1.0,FN,0,0,2.87
CZ75-Auto,0,Twist,Huntsman Weapon Case,16,1,0.0,1.0,MW,1,0,2.39
CZ75-Auto,0,Twist,Huntsman Weapon Case,16,1,0.0,1.0,FT,2,0,2.87
CZ75-Auto,0,Twist,Huntsman Weapon Case,16,1,0.0,1.0,WW,3,0,2.2
CZ75-Auto,0,Twist,Huntsman Weapon Case,16,1,0.0,1.0,BS,4,0,2.02
CZ75-Auto,0,Poison Dart,The Huntsman Collection,17,1,0.0,0.7,FN,0,1,26.99
CZ75-Auto,0,Poison Dart,The Huntsman Collection,17,1,0.0,0.7,MW,1,1,5.29
CZ75-Auto,0,Poison Dart,The Huntsman Collection,17,1,0.0,0.7,FT,2,1,2.3
CZ75-Auto,0,Poison Dart,The Huntsman Collection,17,1,0.0,0.7,WW,3,1,4.26
CZ75-Auto,0,Poison Dart,The Huntsman Collection,17,1,0.0,0.7,BS,4,1,2.23
CZ75-Auto,0,Poison Dart,The Huntsman Collection,17,1,0.0,0.7,FN,0,0,10.18
CZ75-Auto,0,Poison Dart,The Huntsman Collection,17,1,0.0,0.7,MW,1,0,3.14
CZ75-Auto,0,Poison Dart,The Huntsman Collection,17,1,0.0,0.7,FT,2,0,2.9
CZ75-Auto,0,Poison Dart,The Huntsman Collection,17,1,0.0,0.7,WW,3,0,40.25
CZ75-Auto,0,Poison Dart,The Huntsman Collection,17,1,0.0,0.7,BS,4,0,3.63
CZ75-Auto,0,Crimson Web,CS:GO Weapon Case 3,18,1,0.06,0.8,FN,0,1,87.77
CZ75-Auto,0,Crimson Web,CS:GO Weapon Case 3,18,1,0.06,0.8,MW,1,1,5.48
CZ75-Auto,0,Crimson Web,CS:GO Weapon Case 3,18,1,0.06,0.8,FT,2,1,2.9
CZ75-Auto,0,Crimson Web,CS:GO Weapon Case 3,18,1,0.06,0.8,WW,3,1,3.01
CZ75-Auto,0,Crimson Web,CS:GO Weapon Case 3,18,1,0.06,0.8,BS,4,1,2.37
CZ75-Auto,0,Crimson Web,CS:GO Weapon Case 3,18,1,0.06,0.8,FN,0,0,20.31
CZ75-Auto,0,Crimson Web,CS:GO Weapon Case 3,18,1,0.06,0.8,MW,1,0,1.86
CZ75-Auto,0,Crimson Web,CS:GO Weapon Case 3,18,1,0.06,0.8,FT,2,0,1.49
CZ75-Auto,0,Crimson Web,CS:GO Weapon Case 3,18,1,0.06,0.8,WW,3,0,1.69
CZ75-Auto,0,Crimson Web,CS:GO Weapon Case 3,18,1,0.06,0.8,BS,4,0,1.44
Desert Eagle,1,Ocean Drive,Operation Riptide Case,19,4,0.0,1.0,FN,0,1,639.56
Desert Eagle,1,Ocean Drive,Operation Riptide Case,19,4,0.0,1.0,MW,1,1,152.97
Desert Eagle,1,Ocean Drive,Operation Riptide Case,19,4,0.0,1.0,FT,2,1,63.25
Desert Eagle,1,Ocean Drive,Operation Riptide Case,19,4,0.0,1.0,WW,3,1,42.82
Desert Eagle,1,Ocean Drive,Operation Riptide Case,19,4,0.0,1.0,BS,4,1,41.51
Desert Eagle,1,Ocean Drive,Operation Riptide Case,19,4,0.0,1.0,FN,0,0,151.12
Desert Eagle,1,Ocean Drive,Operation Riptide Case,19,4,0.0,1.0,MW,1,0,46.62
Desert Eagle,1,Ocean Drive,Operation Riptide Case,19,4,0.0,1.0,FT,2,0,20.37
Desert Eagle,1,Ocean Drive,Operation Riptide Case,19,4,0.0,1.0,WW,3,0,15.72
Desert Eagle,1,Ocean Drive,Operation Riptide Case,19,4,0.0,1.0,BS,4,0,13.57
Desert Eagle,1,Printstream,Fracture Case,20,4,0.0,0.8,FN,0,1,227.96
Desert Eagle,1,Printstream,Fracture Case,20,4,0.0,0.8,MW,1,1,107.31
Desert Eagle,1,Printstream,Fracture Case,20,4,0.0,0.8,FT,2,1,73.37
Desert Eagle,1,Printstream,Fracture Case,20,4,0.0,0.8,WW,3,1,86.28
Desert Eagle,1,Printstream,Fracture Case,20,4,0.0,0.8,BS,4,1,64.59
Desert Eagle,1,Printstream,Fracture Case,20,4,0.0,0.8,FN,0,0,98.75
Desert Eagle,1,Printstream,Fracture Case,20,4,0.0,0.8,MW,1,0,54.97
Desert Eagle,1,Printstream,Fracture Case,20,4,0.0,0.8,FT,2,0,39.16
Desert Eagle,1,Printstream,Fracture Case,20,4,0.0,0.8,WW,3,0,38.33
Desert Eagle,1,Printstream,Fracture Case,20,4,0.0,0.8,BS,4,0,30.32
Desert Eagle,1,Code Red,Horizon Case,21,4,0.0,1.0,FN,0,1,229.78
Desert Eagle,1,Code Red,Horizon Case,21,4,0.0,1.0,MW,1,1,93.09
Desert Eagle,1,Code Red,Horizon Case,21,4,0.0,1.0,FT,2,1,54.54
Desert Eagle,1,Code Red,Horizon Case,21,4,0.0,1.0,WW,3,1,50.38
Desert Eagle,1,Code Red,Horizon Case,21,4,0.0,1.0,BS,4,1,42.04
Desert Eagle,1,Code Red,Horizon Case,21,4,0.0,1.0,FN,0,0,83.41
Desert Eagle,1,Code Red,Horizon Case,21,4,0.0,1.0,MW,1,0,36.98
Desert Eagle,1,Code Red,Horizon Case,21,4,0.0,1.0,FT,2,0,23.01
Desert Eagle,1,Code Red,Horizon Case,21,4,0.0,1.0,WW,3,0,19.12
Desert Eagle,1,Code Red,Horizon Case,21,4,0.0,1.0,BS,4,0,18.12
Desert Eagle,1,Golden Koi,Operation Bravo Case,22,4,0.0,0.12,FN,0,1,306.13
Desert Eagle,1,Golden Koi,Operation Bravo Case,22,4,0.0,0.12,MW,1,1,249.98
Desert Eagle,1,Golden Koi,Operation Bravo Case,22,4,0.0,0.12,FN,0,0,105.15
Desert Eagle,1,Golden Koi,Operation Bravo Case,22,4,0.0,0.12,MW,1,0,99.74
Desert Eagle,1,Mecha Industries,Danger Zone Case,23,3,0.0,0.6,FN,0,1,25.82
Desert Eagle,1,Mecha Industries,Danger Zone Case,23,3,0.0,0.6,MW,1,1,14.75
Desert Eagle,1,Mecha Industries,Danger Zone Case,23,3,0.0,0.6,FT,2,1,10.04
Desert Eagle,1,Mecha Industries,Danger Zone Case,23,3,0.0,0.6,WW,3,1,12.0
Desert Eagle,1,Mecha Industries,Danger Zone Case,23,3,0.0,0.6,BS,4,1,9.55
Desert Eagle,1,Mecha Industries,Danger Zone Case,23,3,0.0,0.6,FN,0,0,9.6
Desert Eagle,1,Mecha Industries,Danger Zone Case,23,3,0.0,0.6,MW,1,0,5.91
Desert Eagle,1,Mecha Industries,Danger Zone Case,23,3,0.0,0.6,FT,2,0,4.04
Desert Eagle,1,Mecha Industries,Danger Zone Case,23,3,0.0,0.6,WW,3,0,4.73
Desert Eagle,1,Mecha Industries,Danger Zone Case,23,3,0.0,0.6,BS,4,0,3.73
Desert Eagle,1,Kumicho Dragon,Operation Wildfire Case,24,3,0.0,0.76,FN,0,1,113.28
Desert Eagle,1,Kumicho Dragon,Operation Wildfire Case,24,3,0.0,0.76,MW,1,1,60.0
Desert Eagle,1,Kumicho Dragon,Operation Wildfire Case,24,3,0.0,0.76,FT,2,1,40.3
Desert Eagle,1,Kumicho Dragon,Operation Wildfire Case,24,3,0.0,0.76,WW,3,1,52.44
Desert Eagle,1,Kumicho Dragon,Operation Wildfire Case,24,3,0.0,0.76,BS,4,1,40.65
Desert Eagle,1,Kumicho Dragon,Operation Wildfire Case,24,3,0.0,0.76,FN,0,0,37.15
Desert Eagle,1,Kumicho Dragon,Operation Wildfire Case,24,3,0.0,0.76,MW,1,0,24.54
Desert Eagle,1,Kumicho Dragon,Operation Wildfire Case,24,3,0.0,0.76,FT,2,0,15.44
Desert Eagle,1,Kumicho Dragon,Operation Wildfire Case,24,3,0.0,0.76,WW,3,0,17.48
Desert Eagle,1,Kumicho Dragon,Operation Wildfire Case,24,3,0.0,0.76,BS,4,0,13.77
Desert Eagle,1,Conspiracy,Operation Breakout Weapon Case,25,3,0.0,0.3,FN,0,1,28.75
Desert Eagle,1,Conspiracy,Operation Breakout Weapon Case,25,3,0.0,0.3,MW,1,1,19.16
Desert Eagle,1,Conspiracy,Operation Breakout Weapon Case,25,3,0.0,0.3,FT,2,1,15.07
Desert Eagle,1,Conspiracy,Operation Breakout Weapon Case,25,3,0.0,0.3,FN,0,0,9.38
Desert Eagle,1,Conspiracy,Operation Breakout Weapon Case,25,3,0.0,0.3,MW,1,0,6.35
Desert Eagle,1,Conspiracy,Operation Breakout Weapon Case,25,3,0.0,0.3,FT,2,0,5.44
Desert Eagle,1,Cobalt Disruption,eSports 2013 Winter Case,26,3,0.0,0.2,FN,0,1,205.0
Desert Eagle,1,Cobalt Disruption,eSports 2013 Winter Case,26,3,0.0,0.2,MW,1,1,141.25
Desert Eagle,1,Cobalt Disruption,eSports 2013 Winter Case,26,3,0.0,0.2,FT,2,1,113.58
Desert Eagle,1,Cobalt Disruption,eSports 2013 Winter Case,26,3,0.0,0.2,FN,0,0,92.01
Desert Eagle,1,Cobalt Disruption,eSports 2013 Winter Case,26,3,0.0,0.2,MW,1,0,73.0
Desert Eagle,1,Cobalt Disruption,eSports 2013 Winter Case,26,3,0.0,0.2,FT,2,0,67.91
Desert Eagle,1,Hypnotic,CS:GO Weapon Case,27,3,0.0,0.08,FN,0,1,188.29
Desert Eagle,1,Hypnotic,CS:GO Weapon Case,27,3,0.0,0.08,MW,1,1,223.17
Desert Eagle,1,Hypnotic,CS:GO Weapon Case,27,3,0.0,0.08,FN,0,0,120.47
Desert Eagle,1,Hypnotic,CS:GO Weapon Case,27,3,0.0,0.08,MW,1,0,148.95
Desert Eagle,1,Trigger Discipline,Snakebite Case,28,2,0.0,0.97,FN,0,1,10.21
Desert Eagle,1,Trigger Discipline,Snakebite Case,28,2,0.0,0.97,MW,1,1,4.03
Desert Eagle,1,Trigger Discipline,Snakebite Case,28,2,0.0,0.97,FT,2,1,1.57
Desert Eagle,1,Trigger Discipline,Snakebite Case,28,2,0.0,0.97,WW,3,1,1.18
Desert Eagle,1,Trigger Discipline,Snakebite Case,28,2,0.0,0.97,BS,4,1,1.06
Desert Eagle,1,Trigger Discipline,Snakebite Case,28,2,0.0,0.97,FN,0,0,2.61
Desert Eagle,1,Trigger Discipline,Snakebite Case,28,2,0.0,0.97,MW,1,0,1.03
Desert Eagle,1,Trigger Discipline,Snakebite Case,28,2,0.0,0.97,FT,2,0,0.39
Desert Eagle,1,Trigger Discipline,Snakebite Case,28,2,0.0,0.97,WW,3,0,0.25
Desert Eagle,1,Trigger Discipline,Snakebite Case,28,2,0.0,0.97,BS,4,0,0.24
Desert Eagle,1,Light Rail,Prisma Case,29,2,0.0,0.9,FN,0,1,19.29
Desert Eagle,1,Light Rail,Prisma Case,29,2,0.0,0.9,MW,1,1,6.23
Desert Eagle,1,Light Rail,Prisma Case,29,2,0.0,0.9,FT,2,1,2.5
Desert Eagle,1,Light Rail,Prisma Case,29,2,0.0,0.9,WW,3,1,3.26
Desert Eagle,1,Light Rail,Prisma Case,29,2,0.0,0.9,BS,4,1,2.38
